int_编号	string_名称	string_字	int_阵营	int_头像	int_头像2	int_武力	int_统御	int_智力	int_旧武力	int_旧统御	int_旧智力	int_耐久	int_策略	int_兵种	int_等级	int_经验	int_道具1	int_道具2	int_道具3	int_道具4	int_道具5	int_道具6	int_道具7	int_道具8	int_道具9	int_道具10	int_道具11	int_道具12	int_道具13	int_道具14	int_道具15	int_rowInYJZ	string_列传
69	曹仁	子孝	1	462	462	80	79	62	21	20	14	51	278	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	335	曹操的堂弟。[n][green][13520][normal]追隨在陳留舉兵的曹操，之後以曹操軍的主力身分轉戰各地。同李典攻打新野的劉備軍時擺出「[wheat]八門金鎖陣[normal]」應戰，但敗給徐庶，反而被奪走樊城。赤壁之戰後，擔任南郡的守備。之後雖使進攻而來的周瑜負傷而退，但仍因諸葛亮的計謀使城被奪而撤退。之後，關羽進攻襄陽時，同滿寵死守樊城抗戰。徐晃前來救援至關羽撤退為止成功守住樊城。[n][green][13512][normal]因用法的手腕獲得曹丕的信賴，升到大司馬。
70	曹洪	子廉	1	456	456	74	74	47	19	18	12	49	278	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	329	曹操的堂弟。[n][green][13520][normal]曹操在陳留舉兵時從軍，並參加董卓討伐戰。當曹操在滎陽慘敗給徐榮時，捨命救出曹操。之後也跟隨曹操轉戰各地，殺死黃巾殘黨何曼和袁譚。渭水之戰中被馬超奪去潼關，而險遭曹操斬首，但是當曹操被馬超追殺時挺身相救，反而受到曹操的感謝。此後就駐紮漢中，多次和劉備軍展開激戰。[n][green][13512][normal]因為拒絕借錢給曹丕而兩人不合，在曹丕即位後被免職。曹叡時代復職成為驃騎將軍。
71	荀彧	文若	1	361	361	37	62	96	4	8	24	40	36	19	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	254	曹操的參謀。荀攸的叔父。原為袁紹麾下。[n][green][13520][normal]曹操要平定兗州的黃巾殘黨而招募人材時，成為了曹操的手下。曹操得到荀彧時，被讚為「[wheat]吾之子房[normal]」。在呂布奇襲兗州時，和程昱一起死守三縣。在獻帝從李傕身旁逃亡時，進言應該要護帝。官渡之戰時鼓勵了因為劣勢而變得膽怯的曹操，以第一謀臣身分在支持著曹操軍。可是因為反對曹操就任魏公而惹毛曹操，就送給他一個空的食器（意思就是你已經沒有利用價值了），他便服毒自盡。[n][green][13512][normal]出身於有三公的名門。被評為「[wheat]王佐之才[normal]」。
72	荀攸	公達	1	369	369	40	60	94	3	12	22	39	30	30	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	259	曹操的幕僚。荀彧的侄子（甥兒）。但他比荀彧還要年長六歲。[n][green][13520][normal]在何進政權下擔任黃門侍郎。返鄉後，和荀彧一起仕官於曹操。在下邳包圍呂布時，對打算撤退的曹操進言應該速攻。之後在官渡、赤壁、渭水之戰也有隨軍並獻策。在王粲等人提議要讓曹操就任魏王時，以沒有名分而反對。在知道曹操因此而大怒之後，就病死了。就任魏王一事也因此作罷。[n][green][13512][normal]在討伐孫權的半路上病死，只要提到此事曹操必落淚。並無荀攸反對曹操即魏王，或曹操和他關係惡化的記述。
73	郭嘉	奉孝	1	74	74	36	32	97	2	12	24	34	38	19	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	曹操的參謀。郭奕父親。[n][green][13520][normal]在程昱的推薦之下仕官於曹操，他則是推薦了劉曄。在劉備前來投靠曹操時，面對荀彧與程昱進言應該要斬殺劉備，他提出斬殺劉備將失去人心的反論。官渡之戰前夕，向曹操解說能勝過袁紹的十個勝因。所以比起袁紹，更該優先去討伐呂布。之後正確地預言孫策會早死、袁家會滅亡。但是在討伐袁尚的途中病死。曹操在赤壁敗北後，大嘆「[wheat]郭奉孝在，不使孤至此[normal]」。[n][green][13512][normal]受荀彧推薦成為謀臣戲志才的後繼者。
74	程昱	仲德	1	651	651	25	85	90	4	19	20	38	32	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	452	曹操的參謀。程武父親。程曉的祖父。本名程立。[n][green][13520][normal]因荀彧的推薦而仕官曹操，自己也推薦了郭嘉。進攻徐州中，呂布從曹操手上搶走兗州時，協助荀彧守住了三縣的地盤。倉亭之戰時獻上「[wheat]十面埋伏之計[normal]」，大敗袁紹軍。曹操軍因劉備軍軍師徐庶苦戰時，獻上保護徐庶之母並製造假信，讓徐庶加入曹軍之計策。赤壁之戰中向曹操進言要警戒火攻，並迅速看穿黃蓋的詐降，但還是無法阻止曹軍的戰敗。[n][green][13512][normal]因為夢到在泰山上雙手捧日，而改名為「[wheat]昱[normal]」。
75	張遼	文遠	1	625	621	90	87	80	22	23	19	48	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	430	呂布之武將。後仕於曹操。張虎之父。[n][green][13520][normal]於呂布敗亡下邳時被捕，因劉備及關羽之建議而受曹操任用。於曹操軍將關羽包圍於下邳時說服其投降。官渡之戰後負責指揮討伐烏丸、於白狼山討伐蹋頓。赤壁之戰後進入合淝，防守魏吳國境。215年，與李典、樂進共同於逍遙津大敗孫權軍，據傳可使哭泣中之孩童，僅聞其名則立即安靜無聲。224年，追隨曹丕進攻吳國之時，身中丁奉之箭，不久後因箭傷而亡。[n][green][13512][normal]222年，與曹休共同擊敗吳國之呂範，病亡。
76	許褚	仲康	1	225	221	97	94	25	25	19	4	59	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	141	曹操的武將。因其武藝以及膽識，另有「[wheat]虎痴[normal]」的別稱。[n][green][13520][normal]討伐黃巾黨的殘黨時，其武勇受到曹操注目因此受邀加入曹操軍。進攻新野的劉備時擔任先鋒，在赤壁之戰時護衛戰敗的曹操撤退。而潼關之戰中亦拼死保護受馬超軍追趕的曹操。因單挑馬超且不分上下，被讚為「[wheat]真不愧為虎痴[normal]」。之後在濡須、漢中等地，曹操和曹丕出陣時以護衛隨軍。[n][green][13512][normal]為人謹慎且守法，外表憨厚寡言。明帝即位後死去。
77	徐晃	公明	1	408	404	91	83	49	22	21	12	53	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	288	魏國武將。操使大斧的能手。[n][green][13520][normal]曾經是楊奉的部下，被滿寵說服轉而為曹操效命。在呂布討伐戰時虜獲陳宮。雖在官渡之戰敗給顏良、文醜，但因突擊烏巢而助其獲勝。之後也參戰赤壁、渭水、漢中等地，在關羽包圍樊城時迎擊阻止前進。此後孟達順應諸葛亮北伐而叛亂，同司馬懿前往鎮壓時，卻身中孟達的箭而亡。[n][green][13512][normal]迎戰關羽後，見其一絲不亂地率兵的曹操讚為「[wheat]有西漢名將周亞夫風範[normal]」。
78	于禁	文則	1	6	6	60	62	52	18	18	11	48	20	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	魏國武將。[n][green][13520][normal]在曹操敗給張繡時，由於鎮壓了夏侯惇麾下的青州兵的掠奪有功，而獲得曹操的激賞。官渡之戰時負責後防，赤壁之戰時擔任水軍都督。在關羽包圍樊城時，和龐德一起前往救援，因受水攻而遭受俘虜。在關羽被孫權擊敗後，藉由孫權之手遣送回魏國。但是卻被曹丕派去看管曹操墓地，看到自己對關羽拼命求饒的模樣被畫在牆壁，屆時悲憤而死。[n][green][13512][normal]曾任鮑信部下參與討伐黃巾黨。對部下十分嚴格。
79	樂進	文謙	1	87	83	74	74	39	19	16	11	44	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71	曹操的武將，樂綝之父。[n][green][13520][normal]在曹操舉兵時從軍，隨後轉戰各地。在袁家討伐戰中射殺郭圖，和李典等人攻陷高幹所防守的壺關。赤壁之戰後，同李典成為張遼的副將共防合淝。在逍遙津一戰故意敗退引誘孫權軍深入，致使張遼的奇襲成功。之後於濡須口和凌統交鋒，受到凌統追擊時被甘寧的箭射中而歸陣。[n][green][13512][normal]身材瘦小卻驍勇果斷。和張遼、于禁、張郃、徐晃並列齊名的名將。在官渡之戰將淳于瓊斬殺。
80	李典	曼成	1	855	853	72	73	47	15	17	18	41	278	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	594	曹操之武將。李乾姪兒。李整之堂兄弟。[n][green][13520][normal]追隨舉兵之曹操，與呂布、張繡、袁紹等人作戰。曹仁攻擊新野之劉備時，以副將之身分參戰，卻遭徐庶看穿夜襲計劃而大敗。其後，於夏侯惇攻擊新野之時亦成為副將，但敗於諸葛亮之火計。於赤壁之戰後與張遼、樂進共同防守合淝。215年，於逍遙津迎擊孫權大軍。雖平日與張遼個性不合，但於此時卻協力擊潰孫權軍。[n][green][13512][normal]叔父李乾追隨曹操舉兵。於李乾與其子李整死後接掌軍隊。於36歲早逝。
81	賈詡	文和	1	69	69	40	81	96	5	21	23	38	34	28	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	63	李傕、郭汜的參謀。之後服侍張繡、曹操。[n][green][13520][normal]董卓死後，向李傕等人進言奪取長安擁立獻帝。在奪回長安後為了獻帝四處奔走，在獻帝逃離長安之後成為張繡的部下。曾夜襲正對鄒氏獻殷勤的曹操等，多次讓曹操軍吃到苦頭。在官渡之戰前，說服張繡向曹操投降。在渭水之戰中所策劃的離間計，成功地使馬超和韓遂失和。在曹操苦惱於選擇繼承人之時，向曹操進言應該選擇曹丕。在曹丕即位後成為太尉。[n][green][13512][normal]被閻忠評論為足以和張良、陳平匹敵的策士。
82	朱靈	文博	1	360	360	74	69	35	18	16	7	32	272	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	253	原為袁紹的武將，後改仕曹操。[n][green][13520][normal]受曹操所命，同路昭加入為討伐袁術而進入徐州的劉備軍。袁術死後，將士兵留給企圖自立的劉備而返。為此舉曹操大怒，但在荀彧的說情下才逃過一死。渭水一戰中同徐晃渡黃河為伏兵，取得夾擊馬超的攻勢。[n][green][13512][normal]在曹操進攻陶謙被袁紹以援軍派遣前去時，見曹操是位名君，便就此改仕曹操。但卻因為和曹操個性不和，曾被拔除兵權成為于禁的部下。在曹丕時代升為後將軍。
83	龐德	令明	5	788	784	94	81	65	24	20	13	48	16	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	542	馬超心腹。後仕官於張魯、曹操。[n][green][13520][normal]馬騰遭曹操暗殺後，追隨馬超一同挑起復仇戰。因馬超與韓遂感情不睦遭敗北後，馬超、馬岱一起投靠漢中張魯。於馬超等人投降於劉備後，依舊留於張魯旗下，與攻擊漢中之曹操軍抗戰。人稱其勇猛，戰後受曹操重用。樊城遭關羽包圍時，與于禁一同前往救援。于禁投降後依然對戰到底，遭周倉逮捕，為關羽所斬。[n][green][13512][normal]與馬超及鐘繇一同討伐郭援之時，斬殺郭援。於樊城，以箭射中關羽額頭，被稱為白馬將軍而叫人恐懼。
84	毛玠	孝先	1	800	800	57	48	49	11	10	17	21	26	29	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	551	曹操之幕僚。[n][green][13520][normal]受滿寵及呂虔之推舉，為曹操所招攬。於曹操擁護獻帝之時，成為稅務監督官之典農中郎將。於徐州討伐劉備時，見旗幟遭強風吹斷，察覺劉備軍之夜襲。於赤壁之戰時，蔡瑁與張允被殺後，與于禁一同成為水軍都督。[n][green][13512][normal]與崔琰共同擔任官吏選拔。為了選出清廉公明之人過於嚴苛而遭受陳情，但受曹操支持擁護。216年，因脫口說出對崔琰之處刑心感不滿而遭起訴下獄。幸得桓階、和洽之辯護免於一死，但遭革職。
85	陳矯	季弼	1	635	635	20	18	74	4	4	19	21	22	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	437	魏國幕僚。陳本、陳騫之父。[n][green][13520][normal]於赤壁之戰後，與曹仁一同防守江陵。迎擊進攻而至之周瑜，於曹仁為周瑜陣亡謊報所騙而出征期間，負責守城。但城卻為奉諸葛亮之命之趙雲所奪，戰敗逃亡。曹操歿後，建議曹丕無需等候詔令直接即位為魏王，與華歆、王朗等人一同逼迫獻帝讓位。[n][green][13512][normal]拒絕孫策與袁術之招攬，與陳登一同防禦孫策之侵略。爾後前往中央成為魏郡太守，於討伐漢中後就任尚書。後歷經尚書令昇至司徒。
86	夏侯尚	伯仁	1	111	111	70	68	60	13	16	14	34	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	魏將夏侯惇（正史為夏侯淵）的姪子。夏侯德之弟。[n][green][13520][normal]在對劉備軍的漢中攻防戰中，同韓浩、張郃在瓦口關敗給黃忠，防守天蕩山的夏侯德也被擊敗。在定軍山被黃忠所俘，在和陳式交換人質時中了黃忠一箭。之後，同徐晃共守襄陽，雖和曹真聯手包圍江陵，卻還是敗給陸遜。[n][green][13512][normal]同曹彰鎮壓在代郡反叛的胡族。曹丕的時代，因攻略上庸成為征南大將軍。在江陵包圍戰擊敗諸葛瑾。因愛妾的死導致重病，最後鬱悶而終。和曹丕有著超越身分的親密關係。
87	韓浩	元嗣	1	154	154	62	59	45	11	18	17	40	280	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	魏國武將。[n][green][13520][normal]長沙太守韓玄之弟。以夏侯惇的副將進攻劉備所在的新野，在博望坡敗於諸葛亮的火計。漢中攻防戰中同夏侯尚協助進攻葭萌關的張郃。天蕩山一戰為報兄仇向黃忠挑戰，最後被殺。[n][green][13512][normal]為王匡部下和董卓對戰，被聽到名聲的袁術所任用。受夏侯惇登庸，因向曹操進言屯田制而成為護軍。參加張魯討伐戰，指揮近衛部隊。和韓玄的關係不明。
88	夏侯德		1	112	112	69	67	59	15	12	11	36	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	魏國武將。[n][green][13520][normal]夏侯惇的姪兒。夏侯尚兄長。在與劉備軍的漢中攻防戰時，守備曹操軍儲放軍糧的天蕩山。並保護了在葭萌關敗給黃忠的夏侯尚和張郃。因為看輕黃忠是老將而出陣迎戰，但之後自軍陣營受到嚴顏的火攻。前去滅火時被嚴顏所斬殺。[n][green][13512][normal]無記述。為一架空人物。
89	曹彰	子文	1	459	459	93	81	42	21	19	7	47	266	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	332	曹操三男。母親是卞氏。曹丕之弟，曹植、曹熊之兄。武藝優秀可赤手空拳打倒猛獸。因鬍鬚是黃色，故被曹操稱為「[wheat]黃鬚兒[normal]」。任城王。[n][green][13520][normal]平定在代郡反叛的烏丸後，參加和劉備軍的漢中攻防戰。雖殺死了劉備軍的吳蘭，但戰況毫無改變，結果曹操軍便從漢中撤退。曹操死後雖率大軍前往京城，但被賈逵所說服，交還兵權之後回到領地。[n][green][13512][normal]雖被曹操強迫唸書，但自己卻是希望如西漢名將的衛青和霍去病一般，以武將功績揚名立萬。
90	夏侯恩		1	107	107	60	58	62	11	7	6	22	8	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	曹操的親信。[n][green][13520][normal]受曹操寵愛，負責保管和曹操的寶劍「[wheat]倚天[normal]」相對的「[wheat]青釭[normal]」。在長坂坡之戰中出陣負責掠奪，卻被尋找劉禪的趙雲所殺，寶劍也被奪。[n][green][13512][normal]無記述。
91	夏侯杰		1	#N/A	#N/A	72	55	31	6	8	9	23	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
92	張郃	俊乂	1	582	578	90	88	62	23	21	17	49	0	7	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	401	魏國武將。原為袁紹部下。[n][green][13520][normal]於官渡之戰時加入袁紹軍隊。於烏巢遭曹操突襲時，採納郭圖之策，與高覽共同進攻曹操之本營卻敗退。因遭郭圖轉嫁戰敗之責，不得已向曹操投降。爾後成為魏將轉戰各地。於進攻漢中張魯時與夏侯淵一同擔任先鋒。與劉備之漢中攻防戰慘敗於張飛，險遭曹洪斬首。諸葛亮發起北伐時，雖於街亭擊破馬謖，讓蜀軍大吃苦頭，卻於第四回北伐時陣亡於木門道。[n][green][13512][normal]黃巾之亂時，於韓馥之指揮下進行鎮壓。
93	曹植	子建	1	460	460	15	13	78	3	1	21	17	20	30	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	333	曹操四男。母親是卞氏。曹丕、曹彰弟弟。曹熊兄長。建安文學代表之一的詩人。臨淄侯。陳王。[n][green][13520][normal]其才華深受曹操喜愛，和曹丕一直在爭奪繼承人位置。聽從楊脩的進言而做出了曹操喜歡的舉止來，但被曹操發現這是楊脩的獻策，反而遭到了疏遠，因此沒能當上繼承人。曹操死後也沒有出席於葬儀，曹丕打算以此為由來殺他，但在卞氏的說情還有即興創作出的「[wheat]七步成詩[normal]」，讓他免於一死。之後不斷地被迫轉封地而不得志。[n][green][13512][normal]留下「[wheat]贈白馬王彪[normal]」「[wheat]野田黃雀行[normal]」「[wheat]洛神賦[normal]」等遺作。一說「[wheat]洛神賦[normal]」是他為了表現對甄氏的愛慕之情而創。
94	曹休	文烈	1	451	451	72	72	65	18	18	11	39	22	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	324	曹操的外甥。[n][green][13520][normal]在銅雀台落成式中展現高超的弓技，而濡須口之戰時射中凌統的馬。曹操死後，同曹洪潛入宮中逼迫獻帝讓位給曹丕。之後負責指揮對吳戰線，在曹丕臨終時受託輔佐曹叡。228年，不疑吳國周魴的詐降，不顧賈逵等人的制止出征石亭。結果慘敗給陸遜，不久之後病死。[n][green][13512][normal]在曹操舉兵攻打董卓時從軍。受到曹操疼愛，同曹丕一樣的方式養育長大。在與劉備的漢中爭奪戰中，同張既任曹洪的輔佐。
95	滿寵	伯寧	1	799	799	27	30	68	7	18	18	25	30	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	550	曹操之幕僚。[n][green][13520][normal]受劉曄之推舉，與呂虔共同效命於曹操。爾後推舉毛玠。曹仁於樊城遭受關羽包圍之時，叱責受水攻而欲逃走之曹仁，並擊退關羽。234年，吳兵分三路攻魏，與曹叡一同朝巢湖出征，以夜襲及火攻大破吳軍。[n][green][13512][normal]與袁紹之對戰中，成為袁紹本籍地汝南之太守，防範了來自於袁紹後方之攪亂。曹丕即位後，成對吳戰線之重鎮。225年，於曹丕攻吳之際，視破孫韶之夜襲計劃，減低了受害。於其後，高昇至太尉。
96	劉曄	子揚	1	895	895	35	73	85	5	12	20	27	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	620	曹操的幕僚。阜陵王劉延（東漢光武帝之子）末裔。[n][green][13520][normal]字子陽。在郭嘉的勸說之下仕官於曹操，之後也推薦了滿寵和呂虔兩人。並說服張繡投降，在官渡之戰為了對抗袁紹的井欄而製造了投石車等諸多功蹟。曹操在平定了漢中後，和司馬懿一起進言應該利用餘勢一口氣攻下蜀地。曹操在日後也因為當初沒接納這進言，而感到後悔。到了曹叡這一代，則擔任著曹真進攻蜀地時的軍師一務。[n][green][13512][normal]聽從了母親的遺言「[wheat]父親的側近是惡人，所以你長大之後就要討伐他們[normal]」，在13歲時就執行。許劭則評他有「[wheat]君輔之才[normal]」。
97	司馬懿	仲達	1	321	321	48	95	99	12	25	24	50	40	19	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	224	魏國重臣。司馬師、昭之父，司馬炎的祖父。晉宣帝。[n][green][13520][normal]荊州的關羽攻擊襄陽時，獻策和孫權同盟共同攻打關羽。受到曹丕的信任，到曹叡時代統括雍州和涼州的軍事。雖一度因諸葛亮和馬謖的計謀被懷疑謀反遭到解職，但在諸葛亮開始北伐後又復職。一直到諸葛亮戰死於五丈原，都成功擋下蜀軍的攻擊。此外，公孫淵在遼東企圖自立時，以電擊般的速度遠征並且討伐。在曹芳時代，因為曹爽的陰謀而被奪去實權，不過249年時成功地討伐曹爽而奪取政權。[n][green][13512][normal]平定王淩的反叛後逝世於洛陽。奠定了晉朝的基礎。
98	曹丕	子桓	1	479	479	68	65	65	16	20	19	45	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	341	曹操次男。母親是卞氏，是曹彰、曹植、曹熊的親哥哥。和甄氏生下了曹叡。是魏的首任皇帝文帝。[n][green][13520][normal]在攻打袁家居城鄴時，迎娶了袁熙妻子甄氏。在和曹植爭後繼人位置時，因為得到重視長幼有序的賈詡等人美言之下，就任為王太子。曹操死後成為魏王，並接受獻帝的禪讓成為魏國首任皇帝。之後多次伐蜀吳卻都無任何戰果。在位七年，在託付曹真、陳群、司馬懿等人輔佐次帝曹叡後病死。[n][green][13512][normal]在其治世下制定的九品官人法，成為日後的世族制度基礎。和曹操、曹植同為建安文學的代表者。
99	曹叡	元仲	1	447	447	48	75	84	7	15	18	30	24	29	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	321	曹操之孫，曹丕和甄氏之子。魏國的第二代皇帝明帝。[n][green][13520][normal]因生母甄氏被曹丕命其自殺，於是由郭皇后所扶養，受封為平原王。曹丕死後即帝位。蜀國諸葛亮開始北伐時，派遣夏侯楙、曹真、司馬懿迎擊並成功阻擋。在諸葛亮進軍五丈原時，親自前往對吳戰線，阻止陸遜的侵略。諸葛亮死後無視重臣們的勸諫拼命營造宮殿。重用司馬懿，在公孫淵叛亂時任命討伐一職，且病在危篤之際曾託付輔佐次帝曹芳。[n][green][13512][normal]受曹操疼愛，被曹操認同為繼承自己的帝業者。
100	曹真	子丹	1	461	461	74	88	66	17	19	15	42	22	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	334	曹操之族子。曹邵之子（一說為秦伯南之子）。[n][green][13520][normal]曹丕討伐吳國時，同夏侯尚進攻南郡。曹丕臨終之際，與陳群、司馬懿一同受託於後事。蜀國諸葛亮開始北伐，夏侯楙迎擊失敗後，成為大都督擔任防衛。雖抗阻了蜀軍侵略長安，但才能不及諸葛亮和司馬懿，導致心勞而病，最後因看了諸葛亮的書信氣憤填膺而死。[n][green][13512][normal]因曹邵代曹操而死的緣故，曹真就被曹操所領養，和曹丕如兄弟般地被扶養成長。在與蜀國交戰後病死，對於諸葛亮的書信並無相關的記述。
101	鍾繇	元常	1	387	387	65	64	37	2	1	20	18	30	28	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	274	魏國重臣。鍾毓、鍾會之父。[n][green][13520][normal]服侍曹操，就任長安太守。211年，被馬超和韓遂所攻奪走長安。當曹操成為魏王後擔任相國，在曹叡時代成為太傅。在諸葛亮北伐時，推薦司馬懿為迎擊的指揮官。[n][green][13512][normal]服侍受李傕和郭汜支配下的長安的獻帝，之後在荀彧的推薦下服侍曹操。在和袁家的戰爭中除了指揮馬超擊破郭援，還盡力於後方支援，被讚為足以和漢朝的蕭何匹敵。219年，因身為興起謀反的魏諷的推薦人，而一時被免職。
102	華歆	子魚	1	68	68	35	11	84	7	4	16	21	30	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	62	東漢時的豫章太守。之後仕官於孫策、曹操。[n][green][13520][normal]被進軍江東的孫策降伏。在赤壁之戰後，以孫權的使者身分被派遣去和曹操會面，就這麼被挽留在魏仕官。之後因為揭發伏完的曹操暗殺計劃，便奉曹操命令前去逮捕伏皇后。曹操死後，強逼獻帝禪讓使曹丕能即位皇帝。曹叡掌權後則當上了太尉，從有叛亂嫌疑的司馬懿奪走兵權。[n][green][13512][normal]孫策死後就被曹操徵召，在魏建國之後歷任了御史大夫、司徒等要職。演義中是個對皇帝和皇后犯下暴行的惡人，但在正史上是個清廉之人。
103	王朗	景興	1	59	59	34	46	76	7	9	15	24	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	王肅之父，東漢會稽太守。[n][green][13520][normal]同嚴白虎和孫策對戰而敗，之後改仕曹操。曹丕當權時任御史大夫，和華歆等人要脅獻帝讓位。靠此功績成為司空，在曹叡掌權時當上司徒。諸葛亮北伐擊敗夏侯楙後，推薦曹真並一同從軍。打頭陣與諸葛亮展開論戰而敗北，氣憤而死。[n][green][13512][normal]通經書，曾被陶謙招攬成為會稽太守。被曹操招攬後，從曲阿往返長江和大海之間，花費數年時間才上京。並未記載隨曹真從軍與諸葛亮論戰敗北一事，而是終壽正寢。
104	陳群	長文	1	636	636	14	28	78	8	17	21	26	32	30	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	438	魏國官僚。陳泰父親。祖父陳寔、父親陳紀、叔父陳諶皆為東漢名臣。[n][green][13520][normal]曹操臨終之際，和曹洪、賈詡、司馬懿等人一起被託付後事。曹操死後就逼獻帝讓位。曹丕死後當上了司空，和曹真、司馬懿一起輔佐曹叡。[n][green][13512][normal]一開始仕官於支配豫州的劉備，在劉備敗給呂布之後遷移至徐州。呂布敗死之後就改仕曹操。當曹丕尚為王太子之際，就和司馬懿、吳質、朱鑠等人結為學友。曹丕當上皇帝之後，獻上「[wheat]九品官人法[normal]」。在日後則成為了魏晉南北朝時代的任官制度基礎。
105	夏侯楙	子林	1	126	126	7	15	5	11	2	7	28	266	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	89	夏侯淵之子，夏侯惇的養子。其妻為曹操之女清河公主。[n][green][13520][normal]字子休。在諸葛亮第一次北伐時，自願指揮迎擊。雖被王朗指責毫無經驗，仍無視執意出征，在南安被王平所俘。由於諸葛亮策略被釋放後逃往天水，因為懷疑姜維而使其反叛。在天水被攻陷後，同馬遵逃往羌胡城。[n][green][13512][normal]雖是夏侯惇的次男，卻繼承夏侯淵的任職。曹丕時代以安西將軍進駐長安。諸葛亮北伐前就被召回中央，並未和諸葛亮交戰。
106	崔谅		1	#N/A	#N/A	#N/A	#N/A	#N/A	9	7	11	31	274	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
107	馬遵		1	720	720	57	39	35	15	10	13	33	270	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	498	魏國之天水太守。[n][green][13520][normal]227年，於諸葛亮率領蜀國之北伐軍來襲時，採納姜維之計擊退蜀軍。但因諸葛亮之計謀，使姜維降於蜀軍後無法做徹底抵抗，與而夏侯楙一同投靠羌族。[n][green][13512][normal]與姜維、梁緒、尹賞、梁虔等人於領地內巡察時，接獲諸葛亮北伐軍來襲通報。於聽聞鄰近諸郡已響應蜀軍之風聲後，變得無法信任姜維等人，故於夜半獨自逃亡。因姜維等人追趕而至時緊閉城門，無路可去之姜維等人故向蜀軍投降。
108	曹遵		1	#N/A	#N/A	#N/A	#N/A	#N/A	11	12	10	32	270	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
